       0	       0	       0
 5.40347	 25.7143	       0
 5.40347	 77.1429	       0
 5.40347	 128.571	       0
 5.40347	     180	       0
 5.40347	-128.571	       0
 5.40347	-77.1429	       0
 5.40347	-25.7143	       0
 10.3137	 6.42857	       0
 10.3137	 36.4286	       0
 10.3137	 66.4286	       0
 10.3137	 96.4286	       0
 10.3137	 126.429	       0
 10.3137	 156.429	       0
 10.3137	-173.571	       0
 10.3137	-143.571	       0
 10.3137	-113.571	       0
 10.3137	-83.5714	       0
 10.3137	-53.5714	       0
 10.3137	-23.5714	       0
 15.1647	-3.83459	       0
 15.1647	 15.1128	       0
 15.1647	 34.0602	       0
 15.1647	 53.0075	       0
 15.1647	 71.9549	       0
 15.1647	 90.9023	       0
 15.1647	  109.85	       0
 15.1647	 128.797	       0
 15.1647	 147.744	       0
 15.1647	 166.692	       0
 15.1647	-174.361	       0
 15.1647	-155.414	       0
 15.1647	-136.466	       0
 15.1647	-117.519	       0
 15.1647	-98.5714	       0
 15.1647	-79.6241	       0
 15.1647	-60.6767	       0
 15.1647	-41.7293	       0
 15.1647	 -22.782	       0
 20.2022	-8.00301	       0
 20.2022	 6.39699	       0
 20.2022	  20.797	       0
 20.2022	  35.197	       0
 20.2022	  49.597	       0
 20.2022	  63.997	       0
 20.2022	  78.397	       0
 20.2022	  92.797	       0
 20.2022	 107.197	       0
 20.2022	 121.597	       0
 20.2022	 135.997	       0
 20.2022	 150.397	       0
 20.2022	 164.797	       0
 20.2022	 179.197	       0
 20.2022	-166.403	       0
 20.2022	-152.003	       0
 20.2022	-137.603	       0
 20.2022	-123.203	       0
 20.2022	-108.803	       0
 20.2022	 -94.403	       0
 20.2022	 -80.003	       0
 20.2022	 -65.603	       0
 20.2022	 -51.203	       0
 20.2022	 -36.803	       0
 20.2022	 -22.403	       0
  25.242	-10.5578	       0
  25.242	 1.05506	       0
  25.242	  12.668	       0
  25.242	 24.2809	       0
  25.242	 35.8938	       0
  25.242	 47.5067	       0
  25.242	 59.1196	       0
  25.242	 70.7325	       0
  25.242	 82.3454	       0
  25.242	 93.9583	       0
  25.242	 105.571	       0
  25.242	 117.184	       0
  25.242	 128.797	       0
